age,education,years_experience,skills_count,communication,leadership,technical,certifications,willing_to_travel,preferred_domain,role
27,Masters,1,4,7,4,3,4,0,Manufacturing,HR
28,Bachelors,0,4,7,6,9,2,0,Manufacturing,DATA ANALYST
36,Masters,11,3,4,5,4,1,0,Manufacturing,PROJECT MANAGER
44,PhD,22,2,4,6,0,3,1,Finance,MANAGER
39,Masters,14,3,7,2,6,2,0,Operations,BUSINESS ANALYST
41,Bachelors,21,3,7,2,3,0,1,IT,HR
60,Diploma,32,0,7,10,10,2,1,IT,PROJECT MANAGER
32,Bachelors,12,3,6,8,4,3,1,Marketing,PROJECT MANAGER
20,PhD,0,3,6,3,1,3,0,Manufacturing,HR
59,PhD,42,3,7,4,3,3,1,Finance,DATA ANALYST
57,High School,34,3,2,0,4,2,0,Finance,BUSINESS ANALYST
53,Bachelors,28,7,4,8,0,4,0,Marketing,HR
46,Bachelors,20,3,4,2,1,2,1,Finance,HR
55,Bachelors,33,2,5,2,6,2,0,IT,DATA ANALYST
29,Bachelors,10,6,2,4,0,5,0,IT,DATA ANALYST
56,Masters,33,3,4,7,3,5,0,HR,DATA ANALYST
36,Bachelors,18,5,6,8,4,5,1,Operations,DATA ANALYST
35,Bachelors,13,5,6,5,6,2,0,Marketing,DATA ANALYST
30,Masters,5,3,7,5,6,1,1,HR,HR
29,Masters,15,4,7,0,0,2,0,Operations,MANAGER
55,Bachelors,31,2,4,4,0,2,0,Finance,MANAGER
31,Bachelors,13,3,7,6,9,2,0,HR,BUSINESS ANALYST
56,Bachelors,37,1,7,3,3,3,0,HR,HR
54,High School,40,2,9,3,2,4,1,IT,BUSINESS ANALYST
25,Masters,1,4,3,5,8,4,1,Operations,DATA ANALYST
37,Bachelors,14,0,3,4,5,3,0,HR,MANAGER
29,Bachelors,6,0,4,1,0,3,0,HR,HR
18,High School,0,2,3,3,2,5,0,Manufacturing,HR
26,Masters,2,7,8,4,6,1,1,Operations,HR
37,Masters,14,2,5,10,7,4,1,HR,PROJECT MANAGER
41,Masters,11,3,6,0,3,2,1,HR,DATA ANALYST
44,Bachelors,18,1,9,5,1,1,0,Marketing,HR
43,Bachelors,24,2,7,10,6,1,0,HR,HR
34,Bachelors,14,4,7,5,6,1,0,Manufacturing,HR
40,Masters,17,3,4,4,5,2,1,HR,BUSINESS ANALYST
44,Bachelors,20,3,6,8,5,2,0,Finance,BUSINESS ANALYST
41,PhD,14,3,4,5,7,3,0,Finance,DATA ANALYST
54,Bachelors,31,0,8,4,3,1,1,IT,BUSINESS ANALYST
56,Bachelors,33,1,4,6,8,0,0,IT,DATA ANALYST
46,Bachelors,26,5,8,7,6,3,1,Finance,HR
59,Masters,36,7,8,8,6,0,0,HR,MANAGER
47,Bachelors,24,3,5,5,7,0,1,IT,PROJECT MANAGER
47,Diploma,27,7,7,2,4,0,0,Operations,PROJECT MANAGER
46,Bachelors,30,1,7,4,8,2,0,Operations,HR
57,Bachelors,35,3,5,3,8,5,0,Marketing,HR
34,Masters,6,5,7,1,4,1,0,Operations,PROJECT MANAGER
53,High School,30,6,6,7,3,2,1,IT,MANAGER
21,Bachelors,4,3,10,8,5,0,1,HR,PROJECT MANAGER
20,Masters,3,3,7,5,0,4,0,Manufacturing,MANAGER
18,Diploma,0,6,5,6,7,5,0,Operations,HR
46,Masters,28,6,2,4,10,3,0,Operations,BUSINESS ANALYST
55,Bachelors,28,1,5,5,10,4,1,Operations,DATA ANALYST
57,Masters,37,2,4,9,1,2,0,HR,PROJECT MANAGER
60,Bachelors,39,5,8,2,1,3,0,Operations,CLERK
56,Masters,32,2,3,3,0,4,0,IT,PROJECT MANAGER
31,Masters,12,0,4,6,5,5,0,Finance,PROJECT MANAGER
43,Masters,22,3,6,2,9,3,0,Operations,DATA ANALYST
47,High School,25,1,4,10,1,5,0,IT,BUSINESS ANALYST
46,High School,27,4,6,6,2,0,0,HR,HR
18,High School,0,1,6,9,3,0,0,Finance,HR
32,Masters,9,4,6,0,10,5,0,Marketing,HR
47,Masters,24,5,5,0,5,4,1,IT,DATA ANALYST
53,Masters,30,2,6,7,10,1,0,Manufacturing,DATA ANALYST
44,Bachelors,23,2,5,4,3,3,1,IT,HR
25,High School,2,2,6,7,1,5,0,Operations,HR
45,Diploma,24,2,3,7,2,0,0,Finance,PROJECT MANAGER
20,Masters,2,5,4,6,4,4,0,Finance,MANAGER
21,Masters,0,3,6,4,4,1,0,Operations,HR
55,Bachelors,29,4,1,8,3,5,0,Operations,PROJECT MANAGER
26,Bachelors,2,2,9,2,3,0,1,IT,HR
24,Masters,0,4,7,3,6,3,0,Manufacturing,MANAGER
36,PhD,12,6,6,3,5,2,1,Marketing,PROJECT MANAGER
40,Bachelors,17,1,5,5,3,1,1,IT,MANAGER
58,High School,41,1,6,2,8,0,0,Operations,MANAGER
46,Masters,24,5,7,5,5,4,0,Operations,DATA ANALYST
52,Bachelors,31,3,10,7,8,3,0,Marketing,MANAGER
34,Bachelors,12,1,6,6,6,2,0,Marketing,HR
22,Bachelors,0,1,7,4,3,2,0,Manufacturing,HR
45,Bachelors,19,6,9,5,4,1,0,HR,HR
59,Diploma,38,3,8,4,2,5,0,IT,HR
40,Bachelors,14,5,8,0,4,1,0,HR,PROJECT MANAGER
45,Bachelors,23,3,7,5,4,5,1,Operations,HR
21,PhD,5,3,6,5,6,4,0,Manufacturing,MANAGER
57,Masters,34,2,6,5,7,0,0,HR,DATA ANALYST
33,Bachelors,10,1,6,6,3,1,0,IT,MANAGER
43,Bachelors,24,0,7,5,10,1,1,Finance,DATA ANALYST
52,Bachelors,29,3,5,9,3,5,0,IT,CLERK
26,Bachelors,1,2,5,7,0,3,1,HR,HR
26,Masters,5,5,5,8,4,1,1,HR,HR
50,Bachelors,25,3,8,7,0,0,0,Manufacturing,MANAGER
37,Bachelors,16,1,6,7,8,5,0,Operations,PROJECT MANAGER
39,Bachelors,24,7,4,6,10,2,0,IT,DATA ANALYST
57,Bachelors,39,4,5,1,7,4,1,Marketing,BUSINESS ANALYST
25,Bachelors,7,2,9,1,4,1,1,Manufacturing,HR
40,Masters,13,7,5,4,6,2,0,IT,PROJECT MANAGER
30,Bachelors,7,4,7,9,5,4,0,IT,PROJECT MANAGER
60,Diploma,35,1,7,6,2,3,1,Finance,HR
55,High School,33,1,7,3,5,1,0,IT,HR
56,Masters,36,3,9,4,4,2,0,Marketing,HR
55,PhD,33,2,6,8,0,4,1,Finance,MANAGER
41,Masters,21,4,5,2,5,1,0,Operations,DATA ANALYST
22,Masters,0,4,7,0,10,1,1,Marketing,DATA ANALYST
29,Bachelors,8,4,0,6,5,0,0,HR,PROJECT MANAGER
36,Diploma,18,3,8,3,5,0,0,Operations,PROJECT MANAGER
37,Bachelors,15,3,4,10,3,2,0,Marketing,PROJECT MANAGER
58,PhD,38,2,9,1,5,2,0,HR,BUSINESS ANALYST
20,Bachelors,1,0,4,3,6,3,1,IT,DATA ANALYST
60,Bachelors,33,2,7,7,0,5,0,Marketing,HR
59,High School,34,3,7,7,6,1,1,HR,MANAGER
43,Bachelors,18,3,5,3,5,3,0,Marketing,MANAGER
57,PhD,32,4,6,6,7,0,1,Finance,MANAGER
46,Bachelors,21,2,5,6,10,4,1,Operations,HR
52,Bachelors,27,7,9,2,8,4,0,Finance,PROJECT MANAGER
29,PhD,6,3,6,4,2,0,0,IT,HR
38,Diploma,17,4,4,2,3,3,0,Finance,BUSINESS ANALYST
30,Bachelors,10,1,4,5,7,0,0,Operations,DATA ANALYST
48,Bachelors,25,1,7,3,6,0,1,Operations,HR
42,Bachelors,20,5,6,7,10,4,0,Manufacturing,MANAGER
41,Bachelors,15,1,8,6,2,2,0,Manufacturing,MANAGER
35,Bachelors,13,1,5,2,10,0,1,Operations,DATA ANALYST
27,Masters,2,1,7,2,2,3,1,Marketing,BUSINESS ANALYST
58,Bachelors,38,1,6,6,9,1,1,Manufacturing,MANAGER
25,Masters,1,3,6,3,0,4,1,Operations,HR
22,Masters,0,4,5,6,10,1,1,Marketing,DATA ANALYST
52,Bachelors,31,4,4,5,9,0,0,IT,DATA ANALYST
56,PhD,33,3,4,3,4,4,1,Finance,MANAGER
51,Bachelors,26,3,8,7,0,0,0,Marketing,MANAGER
43,Masters,17,1,5,3,6,3,1,IT,BUSINESS ANALYST
31,Bachelors,10,3,3,6,7,0,1,Operations,DATA ANALYST
53,Masters,36,1,8,10,0,0,0,Marketing,PROJECT MANAGER
25,Masters,0,3,5,8,1,5,0,Manufacturing,MANAGER
38,Bachelors,17,3,4,6,3,3,0,Marketing,MANAGER
45,Diploma,24,2,6,5,5,1,0,HR,PROJECT MANAGER
29,Bachelors,2,3,10,5,3,1,1,Manufacturing,MANAGER
25,Diploma,5,0,4,8,5,0,1,Marketing,MANAGER
29,Bachelors,9,3,3,4,2,0,0,Marketing,HR
55,Masters,33,4,4,2,1,4,0,Finance,MANAGER
50,Bachelors,24,7,6,5,10,4,1,IT,PROJECT MANAGER
59,Bachelors,34,1,3,10,5,1,0,Finance,PROJECT MANAGER
43,Masters,21,4,3,7,7,1,1,Marketing,DATA ANALYST
55,Bachelors,31,2,6,4,0,0,0,Finance,BUSINESS ANALYST
34,Bachelors,18,3,6,5,4,2,1,Marketing,HR
49,Masters,28,4,7,4,5,0,0,Manufacturing,HR
25,Bachelors,5,4,6,0,7,1,0,IT,HR
50,Bachelors,31,5,2,2,8,2,0,Finance,HR
43,Bachelors,18,4,1,4,3,5,0,IT,HR
52,High School,31,7,6,4,3,5,0,HR,PROJECT MANAGER
18,PhD,0,5,5,8,0,5,0,IT,HR
34,High School,10,3,6,7,6,2,1,Operations,PROJECT MANAGER
49,Bachelors,26,5,3,6,3,1,1,HR,MANAGER
44,Bachelors,18,5,4,4,10,5,0,Operations,HR
18,Bachelors,1,0,4,3,6,1,1,Marketing,DATA ANALYST
45,PhD,18,2,5,5,1,5,0,IT,PROJECT MANAGER
52,Bachelors,21,6,7,5,3,0,1,Marketing,HR
45,Diploma,27,1,4,4,7,0,0,Marketing,DATA ANALYST
51,High School,26,2,6,6,8,1,0,Operations,PROJECT MANAGER
60,Bachelors,36,2,5,8,8,0,1,HR,MANAGER
37,Masters,15,4,6,3,8,1,0,Operations,MANAGER
36,PhD,12,6,5,8,4,0,0,Finance,MANAGER
53,Masters,31,6,5,5,4,2,0,IT,PROJECT MANAGER
18,High School,0,3,7,4,10,4,0,Manufacturing,DATA ANALYST
38,High School,13,1,4,4,9,1,1,HR,HR
32,High School,10,5,8,4,9,2,0,HR,PROJECT MANAGER
21,Masters,1,5,8,3,7,4,1,Marketing,DATA ANALYST
36,Bachelors,12,5,7,2,5,4,1,IT,DATA ANALYST
20,Diploma,0,2,7,0,3,5,0,Operations,HR
35,PhD,19,4,4,6,7,1,1,Operations,HR
57,High School,36,3,7,7,6,0,0,Manufacturing,PROJECT MANAGER
19,Masters,1,7,6,3,4,3,0,Operations,DATA ANALYST
46,Bachelors,25,2,4,7,10,2,0,HR,PROJECT MANAGER
19,Bachelors,3,3,6,6,7,3,1,Marketing,HR
52,Bachelors,30,3,5,2,3,3,0,Finance,PROJECT MANAGER
49,Bachelors,30,0,3,5,3,0,1,HR,HR
46,Bachelors,27,7,3,9,8,1,1,Marketing,HR
41,Diploma,15,3,5,6,4,3,0,Finance,MANAGER
59,Masters,40,3,3,5,8,2,0,Manufacturing,DATA ANALYST
22,Masters,0,4,9,7,9,0,0,HR,HR
21,Diploma,0,3,8,7,4,2,0,Finance,HR
23,Bachelors,8,4,4,7,5,3,0,Operations,BUSINESS ANALYST
28,Masters,3,4,9,5,1,3,0,Marketing,MANAGER
56,Masters,27,2,8,6,10,0,0,IT,HR
57,High School,36,3,3,5,0,2,0,IT,MANAGER
45,High School,29,5,9,5,10,2,1,HR,HR
53,Bachelors,34,1,6,4,10,1,0,Manufacturing,MANAGER
34,Bachelors,10,3,9,4,3,2,1,Manufacturing,HR
32,Bachelors,7,1,5,7,8,0,1,Manufacturing,HR
33,Masters,7,2,7,4,4,3,1,Finance,HR
44,Masters,17,2,7,7,5,2,0,Manufacturing,HR
32,Masters,3,2,3,5,3,5,0,Manufacturing,PROJECT MANAGER
55,Diploma,32,2,5,7,3,1,0,IT,PROJECT MANAGER
42,Bachelors,20,3,3,4,6,4,0,Manufacturing,HR
41,High School,18,2,7,6,2,1,0,Marketing,MANAGER
39,Bachelors,17,5,7,2,2,1,0,Manufacturing,BUSINESS ANALYST
48,PhD,25,1,5,1,4,2,1,IT,PROJECT MANAGER
55,Diploma,28,2,5,7,2,2,0,Operations,HR
28,Masters,0,5,3,5,6,0,0,Marketing,PROJECT MANAGER
50,Masters,29,2,6,1,9,4,1,Marketing,PROJECT MANAGER
45,Masters,24,3,7,5,10,1,0,IT,DATA ANALYST
32,Bachelors,2,4,6,5,9,1,0,Operations,DATA ANALYST
52,Diploma,28,1,7,1,0,0,0,HR,HR
51,Bachelors,33,6,6,6,2,4,0,Marketing,HR
39,Bachelors,14,1,5,3,3,1,1,HR,HR
33,Masters,8,4,5,3,4,3,0,IT,DATA ANALYST
40,Bachelors,21,3,8,6,3,5,0,Finance,MANAGER
33,Bachelors,10,3,7,5,10,0,1,Operations,DATA ANALYST
25,PhD,10,3,3,4,1,1,0,IT,MANAGER
22,High School,0,2,4,5,7,5,1,Manufacturing,MANAGER
33,Bachelors,11,2,3,6,7,0,0,HR,HR
58,Diploma,36,8,5,2,4,1,1,Operations,PROJECT MANAGER
50,Bachelors,26,1,7,10,6,4,0,Marketing,MANAGER
34,Bachelors,10,1,5,0,6,5,0,Operations,DATA ANALYST
59,Bachelors,36,5,3,0,1,4,1,HR,PROJECT MANAGER
58,Masters,32,3,2,2,7,3,0,IT,DATA ANALYST
27,High School,0,6,10,6,8,2,0,Marketing,HR
38,High School,10,2,5,0,0,2,0,IT,DATA ANALYST
22,Masters,2,3,7,4,2,5,1,Finance,HR
48,Bachelors,24,1,2,8,5,3,1,Finance,DATA ANALYST
58,High School,36,0,7,7,10,1,0,IT,DATA ANALYST
27,Bachelors,4,2,5,5,10,3,1,Finance,PROJECT MANAGER
37,Masters,11,2,7,7,6,3,0,Operations,MANAGER
59,Masters,37,1,7,0,1,3,0,Operations,HR
28,High School,8,5,5,7,2,2,0,Marketing,HR
53,Masters,32,1,5,3,6,4,0,Finance,DATA ANALYST
50,Bachelors,27,1,8,0,5,4,0,Marketing,DATA ANALYST
57,Bachelors,34,3,7,7,2,4,0,Marketing,HR
50,High School,26,3,4,7,6,3,0,Finance,PROJECT MANAGER
29,Bachelors,5,3,6,5,5,0,0,IT,HR
53,Bachelors,34,3,0,6,1,4,0,Manufacturing,HR
54,Masters,26,2,4,4,2,4,0,Marketing,HR
24,High School,1,4,5,0,3,0,0,HR,HR
34,Masters,6,2,6,1,4,2,0,Operations,BUSINESS ANALYST
21,Bachelors,2,6,6,4,4,5,0,IT,HR
50,Masters,26,3,8,4,10,2,1,Operations,HR
56,Bachelors,38,2,6,4,2,4,0,Marketing,DATA ANALYST
19,PhD,1,4,5,4,3,4,1,Finance,BUSINESS ANALYST
34,Diploma,11,1,7,4,1,2,1,Finance,HR
31,High School,6,2,5,5,1,0,0,Marketing,HR
60,Masters,38,4,6,0,4,2,0,Operations,DATA ANALYST
19,Masters,0,3,7,1,1,4,0,Marketing,HR
28,Bachelors,4,3,5,4,7,0,0,Manufacturing,HR
59,PhD,33,4,3,4,8,4,0,Operations,HR
48,High School,26,4,7,1,4,2,0,Manufacturing,HR
48,Bachelors,28,3,5,2,7,3,0,HR,DATA ANALYST
24,Masters,0,4,4,9,5,5,0,Marketing,HR
20,Bachelors,0,0,3,5,3,4,0,Operations,MANAGER
31,Bachelors,6,4,8,5,4,1,1,HR,HR
53,Bachelors,31,2,6,8,8,1,0,IT,MANAGER
55,Masters,29,4,3,5,0,1,1,Finance,PROJECT MANAGER
33,Masters,13,2,4,5,4,1,0,HR,HR
56,Bachelors,38,2,5,3,8,4,0,HR,HR
45,Bachelors,18,4,6,4,5,4,0,Marketing,BUSINESS ANALYST
50,Bachelors,28,2,4,3,4,0,0,Manufacturing,CLERK
34,Diploma,13,5,7,9,4,5,0,Operations,HR
23,Bachelors,0,2,9,4,7,5,0,Operations,BUSINESS ANALYST
38,Bachelors,10,1,4,3,6,5,1,Finance,DATA ANALYST
59,Masters,34,6,4,10,4,4,1,Operations,HR
47,Bachelors,24,6,10,1,3,4,0,Marketing,BUSINESS ANALYST
51,Masters,26,2,5,2,5,1,1,Operations,PROJECT MANAGER
36,PhD,13,1,6,3,0,2,0,Marketing,BUSINESS ANALYST
43,Bachelors,23,2,8,10,4,4,0,Marketing,MANAGER
39,Diploma,12,3,7,8,7,2,1,HR,MANAGER
59,Bachelors,35,6,8,6,5,5,0,Operations,MANAGER
23,Masters,0,3,5,3,3,0,0,HR,MANAGER
50,Diploma,29,3,10,0,6,4,0,IT,BUSINESS ANALYST
25,High School,2,4,2,6,6,0,0,Manufacturing,HR
40,Masters,14,6,2,3,0,0,1,HR,HR
35,Masters,14,5,9,3,4,1,0,Operations,HR
20,High School,0,4,3,0,5,4,1,Operations,DATA ANALYST
33,Diploma,9,6,8,7,1,2,0,Marketing,HR
24,High School,0,1,6,4,9,0,1,HR,HR
53,Bachelors,29,2,3,4,3,4,1,HR,PROJECT MANAGER
35,Diploma,11,4,4,9,3,4,0,Operations,MANAGER
41,Diploma,16,2,10,4,0,5,0,Operations,BUSINESS ANALYST
43,Bachelors,20,3,5,3,7,5,0,Marketing,DATA ANALYST
46,Bachelors,23,5,8,0,4,5,0,Finance,BUSINESS ANALYST
18,PhD,4,2,3,7,3,0,1,Manufacturing,MANAGER
55,High School,31,3,6,5,6,1,0,Finance,PROJECT MANAGER
49,Bachelors,28,0,6,6,8,1,0,Marketing,DATA ANALYST
27,Bachelors,5,2,4,6,5,2,0,Finance,DATA ANALYST
38,Masters,17,2,7,6,0,1,1,IT,PROJECT MANAGER
46,Bachelors,18,2,9,7,8,1,0,HR,HR
29,Masters,0,2,2,5,7,2,1,Operations,PROJECT MANAGER
27,PhD,5,2,8,1,5,3,1,HR,HR
18,Bachelors,1,6,4,2,0,0,0,Marketing,HR
41,Bachelors,19,2,5,4,7,2,0,Marketing,PROJECT MANAGER
57,Bachelors,40,6,5,6,6,0,1,IT,PROJECT MANAGER
25,Bachelors,0,3,5,4,7,0,0,Marketing,HR
34,Bachelors,14,3,5,5,10,2,0,Manufacturing,DATA ANALYST
51,High School,31,1,7,6,9,4,1,Operations,DATA ANALYST
57,Masters,29,5,5,10,4,2,1,Marketing,PROJECT MANAGER
58,High School,39,1,3,3,5,1,1,Operations,HR
32,High School,8,2,3,4,9,4,0,IT,PROJECT MANAGER
33,Bachelors,14,5,5,4,7,4,0,HR,DATA ANALYST
40,High School,13,2,6,9,5,4,0,Manufacturing,HR
35,PhD,15,4,5,6,0,3,0,IT,HR
51,Bachelors,33,2,6,2,10,2,0,IT,DATA ANALYST
48,Masters,24,3,7,2,9,5,0,HR,PROJECT MANAGER
52,Bachelors,27,5,3,1,4,5,0,Operations,BUSINESS ANALYST
37,Masters,13,2,8,6,7,3,1,Manufacturing,MANAGER
21,Bachelors,0,0,8,7,2,3,0,Operations,MANAGER
29,Diploma,8,8,3,4,6,4,0,HR,HR
18,Bachelors,0,1,7,6,6,0,0,Operations,MANAGER
59,Bachelors,37,2,6,10,1,5,1,Marketing,MANAGER
55,High School,33,1,4,3,3,0,0,Finance,MANAGER
48,High School,22,3,4,2,6,2,1,HR,DATA ANALYST
26,Bachelors,4,3,7,3,8,2,1,IT,HR
50,Bachelors,32,5,3,4,5,1,0,Finance,PROJECT MANAGER
54,Masters,32,4,8,4,4,2,1,Manufacturing,HR
33,Masters,7,2,6,0,6,3,1,Operations,BUSINESS ANALYST
41,Bachelors,17,5,4,6,4,5,0,IT,MANAGER
29,High School,2,5,2,4,6,3,1,HR,BUSINESS ANALYST
38,Masters,11,2,9,4,4,1,1,Finance,DATA ANALYST
22,Bachelors,0,6,8,6,6,2,1,Operations,PROJECT MANAGER
40,Bachelors,22,1,9,4,1,2,0,Finance,HR
49,Masters,23,6,4,4,5,1,0,IT,MANAGER
28,High School,3,1,2,1,1,2,0,Finance,HR
18,High School,0,3,5,8,3,3,0,HR,MANAGER
35,Masters,12,1,4,7,0,1,0,Manufacturing,HR
58,High School,34,2,3,2,6,1,0,Finance,PROJECT MANAGER
45,Bachelors,25,2,2,7,10,0,0,Marketing,PROJECT MANAGER
28,PhD,4,2,5,8,2,0,0,Manufacturing,MANAGER
35,High School,12,2,7,2,5,5,1,Marketing,DATA ANALYST
49,High School,27,3,8,0,6,2,0,Finance,BUSINESS ANALYST
58,Masters,38,3,7,4,0,0,1,IT,DATA ANALYST
52,Bachelors,30,3,7,4,7,2,0,IT,HR
55,Bachelors,33,2,3,5,3,2,0,Marketing,HR
46,PhD,22,2,5,10,7,1,1,Manufacturing,MANAGER
50,Bachelors,26,4,4,6,4,2,0,Operations,HR
58,Bachelors,36,0,6,2,5,5,0,IT,PROJECT MANAGER
54,High School,30,5,5,8,2,1,0,HR,HR
24,Masters,0,1,10,2,5,2,1,HR,DATA ANALYST
28,Bachelors,0,2,5,7,5,3,1,Operations,PROJECT MANAGER
58,Bachelors,28,1,6,7,4,0,0,IT,MANAGER
41,Diploma,19,1,6,2,4,3,0,Operations,PROJECT MANAGER
53,Masters,32,2,5,5,5,3,0,Marketing,BUSINESS ANALYST
47,Bachelors,24,1,6,1,0,3,1,Manufacturing,BUSINESS ANALYST
19,Bachelors,0,3,5,1,4,5,0,HR,HR
18,Diploma,2,6,8,9,3,3,0,IT,MANAGER
43,Diploma,20,4,3,6,3,3,0,IT,MANAGER
24,PhD,0,2,7,8,6,0,0,Finance,PROJECT MANAGER
39,Bachelors,13,2,3,1,4,5,0,IT,DATA ANALYST
47,Bachelors,27,4,6,9,8,0,0,Manufacturing,MANAGER
27,Diploma,5,2,5,1,4,0,0,IT,DATA ANALYST
32,Bachelors,11,4,6,9,7,4,0,HR,MANAGER
22,Masters,0,1,5,1,8,5,0,HR,MANAGER
35,Bachelors,13,3,6,2,10,0,0,IT,DATA ANALYST
36,Bachelors,14,3,6,7,4,2,0,HR,HR
49,High School,25,5,4,4,1,3,1,Finance,BUSINESS ANALYST
36,High School,14,1,6,9,0,3,0,HR,PROJECT MANAGER
20,Masters,0,4,6,3,2,0,0,Manufacturing,BUSINESS ANALYST
40,Bachelors,14,3,8,0,3,5,0,Finance,BUSINESS ANALYST
19,Masters,0,4,6,9,3,3,1,Operations,PROJECT MANAGER
41,Bachelors,14,5,5,4,5,4,1,Finance,MANAGER
30,Bachelors,3,7,10,4,5,0,0,Operations,HR
56,Bachelors,33,4,8,3,7,3,0,Finance,PROJECT MANAGER
58,Bachelors,32,4,9,6,0,0,0,HR,MANAGER
37,Masters,16,2,9,10,0,4,0,HR,HR
21,High School,0,6,6,3,0,0,1,IT,HR
50,Bachelors,28,5,7,2,6,1,1,HR,HR
34,Bachelors,7,4,6,8,3,4,1,Marketing,HR
59,Bachelors,35,3,8,4,7,4,0,Operations,HR
22,Bachelors,0,2,6,5,6,2,0,Marketing,DATA ANALYST
35,Bachelors,13,2,7,4,4,0,1,Operations,HR
45,Bachelors,25,1,4,4,2,4,0,HR,HR
25,Bachelors,0,4,6,8,6,1,0,Finance,HR
27,High School,3,0,0,7,9,4,0,IT,DATA ANALYST
47,Bachelors,28,1,9,4,6,1,0,IT,HR
24,PhD,3,2,3,5,3,3,0,IT,HR
34,Diploma,13,5,6,1,0,0,0,Manufacturing,BUSINESS ANALYST
59,Bachelors,39,5,3,4,7,1,0,Operations,PROJECT MANAGER
28,Masters,0,0,5,3,1,1,0,IT,MANAGER
53,PhD,25,0,6,2,3,3,0,IT,HR
23,High School,1,4,7,0,6,2,0,Finance,DATA ANALYST
36,Bachelors,13,5,6,3,0,4,1,Manufacturing,HR
57,Bachelors,32,2,5,5,2,3,0,Marketing,MANAGER
54,Masters,33,2,6,2,2,2,0,Marketing,DATA ANALYST
52,Bachelors,29,1,7,3,5,0,0,IT,PROJECT MANAGER
34,PhD,16,3,8,4,0,1,0,HR,HR
40,Masters,13,4,8,7,5,4,0,Manufacturing,HR
33,Bachelors,9,3,6,3,10,0,0,HR,PROJECT MANAGER
37,Masters,15,1,6,4,10,5,0,Operations,MANAGER
60,Bachelors,36,0,7,9,7,0,0,Finance,PROJECT MANAGER
27,High School,14,7,3,7,3,2,0,HR,HR
32,Masters,11,0,5,6,0,3,1,Manufacturing,HR
30,Bachelors,7,3,9,7,8,1,0,Marketing,MANAGER
35,Masters,16,3,8,2,0,3,0,IT,HR
55,PhD,32,2,5,6,8,0,0,HR,DATA ANALYST
32,Bachelors,10,3,7,5,3,3,0,Operations,PROJECT MANAGER
23,Bachelors,1,5,2,3,0,5,1,IT,HR
49,Bachelors,29,2,9,2,0,2,0,Finance,MANAGER
56,High School,33,3,8,5,4,3,1,Marketing,MANAGER
44,Diploma,20,4,4,5,7,5,0,Manufacturing,MANAGER
43,Bachelors,16,3,4,5,4,2,0,HR,HR
36,High School,6,4,1,8,0,0,1,HR,PROJECT MANAGER
37,Diploma,16,1,3,5,4,1,1,Manufacturing,PROJECT MANAGER
52,Masters,28,2,4,3,6,2,1,Marketing,PROJECT MANAGER
28,High School,6,3,8,5,1,1,0,Operations,HR
38,Masters,15,5,5,6,1,5,0,IT,HR
56,Bachelors,31,2,8,3,9,5,0,Finance,PROJECT MANAGER
21,Bachelors,5,6,9,7,10,2,0,HR,HR
38,Diploma,19,1,5,10,0,2,0,Marketing,MANAGER
33,PhD,11,2,9,3,2,1,1,HR,HR
23,Masters,1,5,5,3,5,5,0,HR,HR
24,Masters,0,4,6,2,8,0,0,Operations,DATA ANALYST
37,Bachelors,15,7,6,5,3,5,1,Manufacturing,BUSINESS ANALYST
57,Masters,33,4,8,0,9,4,0,Manufacturing,DATA ANALYST
52,Bachelors,25,2,8,7,2,2,0,IT,BUSINESS ANALYST
24,Bachelors,0,6,7,10,6,5,0,IT,HR
22,Bachelors,0,3,4,3,3,1,1,Finance,HR
26,Masters,1,3,4,2,2,2,0,HR,DATA ANALYST
32,PhD,9,2,8,5,6,0,0,Marketing,HR
34,High School,18,3,5,1,5,1,1,HR,HR
59,Masters,36,1,8,1,7,0,1,IT,HR
56,Bachelors,31,2,4,9,4,3,1,HR,BUSINESS ANALYST
26,High School,3,2,5,7,6,5,0,Marketing,HR
53,PhD,32,3,8,7,6,4,0,IT,BUSINESS ANALYST
53,Bachelors,32,3,4,3,4,0,1,Operations,PROJECT MANAGER
60,Bachelors,40,1,6,5,2,3,0,HR,PROJECT MANAGER
21,Masters,6,1,3,0,8,4,0,Marketing,DATA ANALYST
42,Bachelors,17,5,6,3,6,5,0,HR,DATA ANALYST
40,Masters,17,3,5,6,7,0,0,Operations,MANAGER
21,High School,1,2,5,1,1,2,1,Operations,PROJECT MANAGER
41,Masters,21,1,3,2,4,5,0,Manufacturing,DATA ANALYST
18,Masters,0,0,5,4,10,4,0,Finance,DATA ANALYST
44,Bachelors,21,1,6,5,7,0,0,Operations,HR
25,Masters,2,2,2,8,4,0,1,HR,HR
21,Diploma,3,2,5,3,8,4,0,Finance,HR
28,Diploma,5,4,5,6,8,4,1,Marketing,PROJECT MANAGER
21,Bachelors,0,1,7,3,0,3,0,IT,CLERK
24,PhD,0,2,2,4,9,0,0,IT,PROJECT MANAGER
60,High School,37,3,4,3,7,1,1,Manufacturing,DATA ANALYST
44,Bachelors,18,3,6,3,5,0,0,HR,HR
27,Bachelors,6,2,6,8,7,1,0,IT,MANAGER
24,Bachelors,0,1,7,4,0,0,0,HR,CLERK
42,Bachelors,21,2,6,4,10,0,1,Finance,MANAGER
58,Masters,38,4,6,5,1,3,1,Operations,HR
